 &SRS
<MetaDataAtStart>
mode=assessment
noise=True
diff=True
multiple=True
features=7
issid=py16jo
</MetaDataAtStart>
&END
Magnetic Field (A/M)	4.00GHz	4.25GHz	4.50GHz	4.75GHz	5.00GHz	5.25GHz	5.50GHz	5.75GHz	6.00GHz	6.25GHz	6.50GHz	6.75GHz	7.00GHz	7.25GHz	7.50GHz	7.75GHz	8.00GHz	8.25GHz	8.50GHz	8.75GHz	9.00GHz	9.25GHz	9.50GHz	9.75GHz	10.00GHz	10.25GHz	10.50GHz	10.75GHz	11.00GHz	11.25GHz	11.50GHz	11.75GHz	12.00GHz	12.25GHz	12.50GHz	12.75GHz	13.00GHz	13.25GHz	13.50GHz	13.75GHz	14.00GHz	14.25GHz	14.50GHz	14.75GHz	15.00GHz	15.25GHz	15.50GHz	15.75GHz	16.00GHz	16.25GHz	16.50GHz	16.75GHz	17.00GHz	17.25GHz	17.50GHz	17.75GHz	18.00GHz	18.25GHz	18.50GHz	18.75GHz	19.00GHz	19.25GHz	19.50GHz	19.75GHz	20.00GHz	20.25GHz	20.50GHz	20.75GHz	21.00GHz	21.25GHz	21.50GHz	21.75GHz	22.00GHz	22.25GHz	22.50GHz	22.75GHz	23.00GHz	23.25GHz	23.50GHz	23.75GHz	24.00GHz	24.25GHz	24.50GHz	24.75GHz	25.00GHz	25.25GHz	25.50GHz	25.75GHz	26.00GHz	26.25GHz	26.50GHz	26.75GHz	27.00GHz	27.25GHz	27.50GHz	27.75GHz	28.00GHz	28.25GHz	28.50GHz	28.75GHz	29.00GHz	29.25GHz	29.50GHz	29.75GHz	30.00GHz	30.25GHz	30.50GHz	30.75GHz	31.00GHz	31.25GHz	31.50GHz	31.75GHz	32.00GHz	32.25GHz	32.50GHz	32.75GHz	33.00GHz	33.25GHz	33.50GHz	33.75GHz	34.00GHz	34.25GHz	34.50GHz	34.75GHz	35.00GHz
66845.0760986	-1.22736104668e-05	-2.01976512637e-06	-1.56885725733e-05	-2.56038097145e-05	-2.24013565626e-05	-2.59199259634e-05	-4.01353259705e-05	-5.50463167913e-05	-4.83364723186e-05	-4.9034161008e-05	-6.52361103721e-05	-9.26658682943e-05	-0.000142634610031	-0.000182909880005	-0.000244894375889	-0.000377104701628	-0.000619075665243	-0.00108535461752	-0.00193481796491	-0.00308642681994	-0.00221180562256	0.00210773076317	0.00284842453356	0.00174134989341	0.000953782642648	0.000549350852948	0.000321481985442	0.000203143781653	0.000139784967519	0.000113023450607	8.18334953752e-05	4.31766442664e-05	3.39019449141e-05	3.86062791138e-05	3.24941145323e-05	2.19521726319e-05	1.79514810131e-05	2.97847862889e-05	2.85218740218e-06	1.9248542839e-05	-1.62583104581e-06	1.22403903173e-05	4.41035065055e-06	7.13444235018e-07	2.09732666274e-05	-2.12031371261e-05	-1.509259407e-05	1.71471079655e-05	4.03255691945e-06	-3.02416763096e-06	-3.76359086243e-06	-5.85824278008e-06	1.05114130967e-05	-3.57055867875e-06	-2.62427516974e-07	-5.63057690765e-06	-6.84312119572e-06	1.72715975634e-05	8.42991992082e-06	2.45092367898e-06	-6.24558846383e-06	-6.44603812293e-06	9.57786595261e-06	1.04632905277e-05	6.4498298146e-06	-1.74499515263e-06	1.22943655019e-05	-1.23119913968e-06	1.22660713657e-05	-1.49309941996e-05	9.90315281903e-06	7.83175351546e-06	-8.67897089891e-06	-6.01843284002e-06	2.46171387556e-07	-2.20633150226e-06	1.0738631334e-05	-4.6826191815e-06	-1.09474266217e-05	-2.09650083484e-06	7.98812401447e-06	2.46564124605e-05	7.84198585346e-06	-1.65130845907e-05	-1.57986074299e-06	1.33283802804e-05	-2.95683501037e-06	5.11485441602e-06	1.03663475988e-06	6.89697854571e-06	-1.06752201744e-05	4.25813910989e-06	-5.33964113468e-07	-5.20545955518e-06	-8.04851738826e-06	-1.25738298948e-05	-7.59808465496e-06	1.82850972803e-05	8.7960086238e-06	-2.96168023482e-05	-2.46395449578e-06	2.08366970604e-05	-9.77794430611e-06	1.02627027426e-05	3.89372624815e-06	-6.43594018484e-07	3.06429473277e-06	-6.31372858361e-07	-4.31637735251e-06	5.8697194272e-06	1.59201374204e-05	1.13618204952e-05	-3.04968138287e-05	1.3772393945e-06	1.56263279422e-06	-6.72601032228e-06	5.00375568929e-06	-5.77723697003e-06	-5.74743945603e-06	-4.69915325633e-09	-1.26650306528e-05	5.95374575099e-06	6.77384747443e-06	1.16739348754e-05	-1.37709626262e-05
68436.6255295	5.94007494787e-06	3.68026024695e-07	-1.25094664025e-05	-2.47561325456e-05	-3.69192081708e-05	-1.36314121636e-05	-2.93835793796e-05	-3.30012788295e-05	-4.81837825906e-05	-2.30985331529e-05	-6.57391443445e-05	-6.09528731016e-05	-0.00011836449484	-0.000139381625797	-0.000220318728458	-0.000331677281855	-0.000488977847582	-0.000832604378472	-0.00146284349361	-0.0025848346129	-0.00313512303825	0.000301729579832	0.00299999861949	0.00219417352883	0.00123238724077	0.000667460276862	0.000402240771025	0.00025216792081	0.000158983124965	0.00012050365425	7.4854439984e-05	8.37943795038e-05	6.58711337564e-05	5.11375145718e-05	2.34541212929e-05	2.78448473945e-05	1.47614135841e-05	1.20387345753e-05	-1.02989500501e-05	9.93274534328e-06	1.94175426879e-05	7.9487797132e-06	1.0805799672e-05	6.81801791691e-06	-8.50074745958e-06	6.84634064141e-06	2.82921138693e-06	5.46426906054e-06	5.5010486257e-06	6.56694642482e-06	2.79344041893e-06	-9.8658217002e-06	-1.05367132541e-06	9.68367228643e-06	1.18081349165e-07	1.72974368782e-06	1.55572602228e-05	6.49086102017e-06	-4.84178632899e-06	1.28720336911e-05	-2.74172390927e-06	3.58805385734e-06	-6.12609155916e-06	-3.00393201922e-06	-1.60648883769e-06	6.82107434561e-06	-1.17120284688e-05	5.60868863147e-06	-2.34041392127e-05	2.15440192863e-06	-1.06305393498e-05	-9.66029938784e-06	-8.57665503826e-06	9.32238080092e-06	6.82744523247e-06	8.32695279742e-06	-8.61345190716e-06	6.57049712527e-06	2.84446790822e-06	-1.1821090787e-05	9.55004590035e-06	-1.26120163068e-05	4.8758554109e-06	-4.99864165328e-06	-1.26769513106e-05	1.32351614315e-05	-1.57690813064e-05	9.62209335971e-06	1.14493191044e-05	-1.54049445934e-05	8.93422798476e-06	-1.61182660717e-06	-7.95965113792e-06	4.42222379425e-06	6.99813216038e-06	3.27321536073e-06	3.6222088345e-06	-8.85440195501e-06	1.01074272092e-05	2.21674515706e-05	5.46103201174e-07	5.20763630594e-06	1.05228230264e-06	8.62224332722e-06	-5.78616135312e-06	-9.0341319226e-06	-4.72105444851e-06	2.31249079915e-05	2.87148545268e-06	1.19833161157e-05	6.87948698244e-06	-7.8456389247e-06	-2.52462834734e-06	-1.1135117074e-05	-8.75079393285e-06	1.2353180231e-05	1.46590030308e-05	-9.17940690774e-07	3.95045324846e-06	1.10398444622e-06	4.80983059421e-06	-5.87081968362e-08	5.15522042618e-06	3.75259601834e-06	-1.35393942624e-05
70028.1749604	-2.47466891363e-05	-1.28012358501e-05	-7.14161061407e-06	-2.69693552637e-05	-1.93715489597e-05	-1.45398725182e-05	-1.7196646763e-05	-2.74290658385e-05	-3.10855913386e-05	-3.09359355943e-05	-5.11753147736e-05	-7.35984708239e-05	-9.50868809306e-05	-0.000123411259786	-0.00017769406362	-0.000259605681289	-0.000384078509482	-0.000657123478049	-0.00113299431248	-0.00200813516892	-0.00310446571379	-0.00167336566618	0.00244117538602	0.00265275861764	0.00156630087092	0.000844910048915	0.000505966556293	0.000302382619637	0.000196793643116	0.000140308731572	7.89186644793e-05	7.48221986293e-05	5.38349587994e-05	3.29532690458e-05	4.48280413971e-05	2.15125475272e-05	1.29327111759e-05	1.21462528179e-05	1.12945161029e-05	1.48791121847e-05	1.9632255537e-05	-5.66445783149e-06	8.77746753243e-06	3.70839728364e-06	1.21009365077e-05	1.65394618455e-05	-1.29483563082e-05	8.92464071509e-06	4.81394887008e-06	8.33891629245e-07	1.15993694047e-05	2.89125223729e-07	3.67420691293e-06	8.76028670349e-06	1.51851598019e-05	8.70652270054e-06	2.49068785863e-06	2.34669712328e-06	7.04314808838e-06	-2.00350269631e-06	-2.83259411798e-06	1.08979735847e-05	-4.95651666491e-06	-1.69429778387e-05	1.88461083605e-05	1.02334285498e-05	-4.70677258523e-06	-7.72065417773e-06	3.18171801187e-06	-1.47940640653e-05	-4.54454716015e-06	1.27112179819e-05	5.07516062092e-06	3.5431204941e-06	3.43042654483e-08	2.69659195751e-06	-5.34460318134e-06	-4.54548906803e-06	-7.15379367653e-06	7.38780256586e-06	-3.2902183136e-06	-1.57329664637e-05	-1.3475711856e-05	-1.72015221756e-05	-3.44748825066e-06	-6.27736177819e-06	-9.63187752952e-07	6.3434461786e-07	4.50004741422e-07	-4.15407879141e-06	6.07568144586e-06	1.51422849634e-05	-2.06471666799e-06	1.6700140127e-05	-1.62490097269e-06	-3.53796955194e-06	-8.41648118533e-06	-5.80123435051e-06	1.05484431994e-05	-1.35532512109e-06	-1.23558334764e-06	7.76697078005e-06	-6.7316687426e-06	-5.10537390744e-06	1.41831119589e-05	-1.6953661078e-05	-5.19010649932e-06	-7.49068843796e-06	-6.41589224569e-06	1.94767794742e-05	-4.96278665122e-06	-1.34463529885e-05	-8.93413167579e-06	1.89990171443e-06	9.68334305478e-06	1.9265459886e-05	-1.42149157643e-05	-3.3971842998e-06	-2.90880888898e-06	1.63622624117e-05	3.7117646772e-06	-1.24349899094e-05	-1.23983574687e-06	-1.62052658032e-06	2.64642693536e-06
71619.7243914	-8.37611173995e-06	-2.58553494647e-05	-1.08017517535e-05	-1.17122166101e-05	-2.21508719157e-05	-3.22724772056e-05	-2.19254910313e-05	-2.71940293918e-05	-4.22875309284e-05	-3.99374512256e-05	-6.6481663618e-05	-6.91990653845e-05	-9.6193401589e-05	-8.18820743354e-05	-0.00013617469125	-0.000224717561163	-0.000324596022211	-0.000532710711013	-0.000857650731773	-0.00154160506654	-0.00267432647211	-0.00287954996224	0.000930371379783	0.00292830860626	0.00197057209353	0.00109024559188	0.000596117165528	0.000357383184449	0.000219704991493	0.000160967274073	0.000105087070015	7.69568192905e-05	5.04804346444e-05	3.86381388016e-05	3.77641336255e-05	2.87361172305e-05	9.45273028791e-06	2.28865492298e-05	1.46515014247e-05	1.70298720862e-05	4.65878565942e-06	-1.05784823132e-05	7.74406445621e-06	7.59796349485e-06	1.14481345781e-05	6.77015360936e-06	-3.73880358688e-06	-3.83466044168e-06	1.04538047047e-05	-1.30446105055e-06	-6.736217105e-06	5.49044311733e-06	5.26704876369e-07	1.31062489745e-05	2.3055320903e-06	-1.32675941005e-05	-1.19137944371e-06	2.8273315346e-05	-1.23278112812e-06	-5.99332662645e-07	7.45274148084e-06	1.14570513311e-05	-4.07516102194e-06	1.61318308968e-05	2.56848142958e-05	1.53026561811e-05	1.66225525907e-06	2.89067108159e-06	6.05812400392e-07	1.84947568712e-05	1.65457213178e-05	1.87250655952e-05	-8.33532349139e-06	-9.37598488746e-06	1.37702682699e-05	3.33693435635e-06	-4.38484201294e-06	2.79719473938e-07	-1.32315051111e-05	-1.32724204454e-05	1.37072913499e-05	-7.21241064443e-06	1.22445986301e-05	-2.9568608335e-06	-1.83806178876e-05	-8.77659512629e-06	7.0355932737e-06	-1.55592981472e-05	1.65102865859e-05	-4.08271663147e-06	-1.65743432909e-06	7.44434903387e-06	1.19021105333e-07	9.61771641015e-06	-2.93256101817e-06	-7.30370899449e-06	1.61536366622e-06	4.8348615589e-06	2.80991915241e-06	-1.09371595854e-06	-5.32057090485e-06	-6.53218015729e-06	-1.89771298397e-06	-6.08320980262e-06	-1.85796159217e-05	1.34393416621e-05	1.14750446794e-05	3.55410434429e-06	-2.55934983035e-05	2.92919563481e-06	-1.9292459136e-06	1.1023570874e-05	-5.60248394189e-06	-8.85436630498e-06	-1.38518663137e-05	-1.00901888601e-05	-4.99035291567e-06	1.84648897265e-06	6.66513449628e-06	1.10430670918e-06	-1.23143951062e-05	4.47575015325e-08	-2.44009917961e-05	4.93559553301e-06	-6.80815493509e-06
73211.2738223	-1.32805127552e-05	-5.16447112246e-06	-2.95814723624e-05	-1.36011991565e-05	-7.76403237596e-06	-1.88840637122e-05	-2.68669604617e-05	-2.45479667544e-05	-2.260776665e-05	-4.60340108083e-05	-2.95171099272e-05	-5.93707279664e-05	-6.82313401648e-05	-0.000109497080589	-0.000135457429405	-0.000163744332551	-0.000292453573777	-0.000415273156889	-0.000679497685903	-0.00117550710268	-0.00212171828725	-0.00308018882158	-0.00102162663064	0.00265530096946	0.00242372567837	0.00136562503013	0.000759561654997	0.00044184702866	0.000267455182137	0.000169866530404	0.000123558257017	8.95694087178e-05	7.04547115354e-05	4.64804834084e-05	1.97343158898e-05	2.50046740492e-05	3.26429921173e-05	1.15839669584e-05	1.48548262432e-05	-3.30671690432e-06	1.205120959e-05	2.01440175823e-05	1.36799223827e-05	5.53197326232e-06	-2.13135275752e-06	4.97682053732e-06	2.12871926734e-05	1.95585110462e-05	1.32585800328e-06	7.75345362133e-06	9.79480815571e-06	-9.24042871667e-06	1.06624545659e-05	7.73259663662e-06	9.17484322847e-06	2.83390314434e-06	2.3732387204e-06	8.26922648402e-06	-8.20770918725e-06	-1.16572490722e-05	4.39929272705e-06	2.65333609895e-07	1.48652669365e-06	-6.20206427186e-07	4.08439524691e-06	1.37533212599e-05	1.39536234206e-05	-1.68614681269e-05	1.79020804685e-05	-4.74735525456e-06	1.37236327892e-05	5.76615234757e-06	1.98585865302e-06	1.62975405648e-06	-8.38059930061e-06	-8.26907895293e-06	-9.79738719906e-06	-1.91063239533e-06	8.96398522982e-06	1.21181683737e-05	1.29298123849e-05	3.18961985852e-06	1.32724569998e-05	1.77222353387e-05	-7.99384786398e-06	9.84248585796e-06	4.78169816927e-06	-6.87411371846e-06	1.60530095987e-05	-1.28662218188e-05	5.87273455892e-06	-7.27472075767e-06	1.96383671219e-05	2.92965398071e-06	2.33633520976e-06	-8.94357104252e-06	-9.46618143147e-06	1.14924566571e-06	-9.87185243965e-06	3.91464990357e-06	-4.0578892601e-07	-3.57023696092e-07	-1.53367713141e-05	-9.83011379817e-06	-8.11668828732e-06	6.6905555026e-06	1.23728727897e-05	3.68896990217e-06	1.17783474299e-05	-2.87650238611e-06	2.29260334399e-07	-3.30435504454e-06	5.24397191137e-07	1.34960131511e-05	9.84874599304e-06	-5.72365086864e-06	5.00459258012e-06	-1.31226639688e-05	1.76717249873e-06	-1.07808176187e-05	2.79909974815e-06	2.04237407174e-05	8.24509771432e-06	-4.26076385045e-06	-3.77765433135e-06
74802.8232532	-1.42158106172e-05	7.17005723412e-06	-1.60068722888e-05	-1.22704247068e-05	-3.77070993969e-05	-2.64006640195e-05	-3.55321930963e-05	-2.62664610807e-05	-3.02857021767e-05	-2.95414293863e-05	-4.47250466563e-05	-3.54487419066e-05	-6.78721633216e-05	-9.59103825798e-05	-0.000120170807519	-0.000152201778359	-0.000225041856965	-0.000335064629132	-0.000524907673296	-0.000911929728347	-0.00163738676431	-0.00276755190148	-0.00247703164646	0.00151461418946	0.00277789706564	0.00175895322404	0.000953156762815	0.000540636755888	0.000336732484192	0.000228122104632	0.000123607830034	9.52024498042e-05	6.13815119354e-05	5.27877562896e-05	3.15563202646e-05	2.75282258252e-05	1.9076705867e-05	2.21589522023e-05	9.3615958308e-06	2.0063923539e-05	1.94537820643e-05	8.08448410021e-06	8.72313091899e-06	1.10290325048e-05	1.57126817839e-05	4.92050802643e-06	2.14437619374e-05	8.66778964215e-07	2.02033028032e-05	-6.21451959424e-06	1.19766989643e-05	-7.14018905361e-06	1.99220568599e-05	2.05959542951e-05	-7.13312039713e-06	1.32163792253e-05	1.29511552911e-05	-1.48723704027e-05	1.89090282863e-07	-9.20541267293e-06	5.92213082384e-06	1.54044313715e-05	-9.19356064663e-06	6.21911979024e-06	9.43497489856e-06	-2.84169225611e-06	4.05892794022e-07	1.01541001344e-05	-1.17361199962e-05	-2.37911271896e-06	-1.56240801878e-05	-2.48312460761e-06	-1.31610800217e-05	8.46962769021e-06	-1.4397418233e-05	1.02217399525e-05	5.08240635717e-06	1.66922967438e-05	-5.93436744888e-06	-1.82397160808e-05	9.63053260284e-06	2.5013817214e-05	1.2977500874e-05	1.30871030609e-05	-1.43602450828e-05	-1.03980193896e-06	-1.11446912612e-05	-2.25807641979e-06	2.09847890096e-06	-2.60676796557e-06	9.36159215105e-06	-6.25681917701e-06	7.94688815583e-06	9.57588226266e-06	-7.80275413736e-06	-1.58533109483e-05	1.52164171824e-05	6.57556412129e-06	1.02570274767e-06	-1.69958799316e-05	6.75277906408e-07	-1.95534899472e-07	-1.07506093528e-06	-4.74742530534e-06	-1.44836489548e-05	2.67335338735e-06	3.35303652799e-06	1.0344885241e-07	1.15206135332e-05	-7.50895264163e-06	-1.89831310291e-05	4.67900912657e-06	1.35007056688e-05	1.25404459081e-05	1.92521340296e-05	2.25537192044e-05	-4.55984253127e-06	-1.53787748088e-05	4.98632103377e-06	7.55572256994e-06	2.93186952926e-06	1.1775095674e-05	3.95680905465e-06	4.45310106912e-06	-1.83921789574e-05
76394.3726841	-1.92239582967e-05	-1.42780231357e-05	-1.86560990752e-05	-8.83010133947e-06	5.14869499155e-06	-3.28762822201e-05	4.51627440746e-07	-1.85157893316e-05	-2.5306347227e-05	-1.08353632012e-05	-3.96252879874e-05	-6.23226061415e-05	-6.71848374307e-05	-6.97469113576e-05	-9.9571154754e-05	-0.000128726998807	-0.000189591868712	-0.000276920924712	-0.000428259016349	-0.000711534902844	-0.00123587821701	-0.0022236395926	-0.00300697697865	-0.000286516001956	0.00279921615327	0.00219617201447	0.00122464515189	0.000679444013811	0.000391818401072	0.000228139370304	0.000160552897493	0.000118241618763	6.43697031907e-05	6.38797615305e-05	4.15884261349e-05	3.48954055938e-05	2.42222898963e-05	2.37697744894e-05	3.8615150395e-05	3.35553828364e-05	7.36572637719e-06	-3.6898332396e-06	5.21752976632e-06	-1.34166770431e-05	4.80337529744e-06	-4.00988632511e-06	-3.66309980568e-06	2.21649921016e-05	1.17888047009e-05	4.14216546877e-06	-1.048171729e-05	4.79004199262e-06	-7.39813335414e-06	9.15313973916e-09	-1.08163201957e-05	4.44147391154e-06	6.42147581965e-06	5.70060851809e-06	1.61870580885e-05	-1.73965670409e-05	1.40089932503e-05	1.00839047118e-05	1.08433011925e-05	1.34641617767e-05	-1.96160190031e-05	-1.10880667367e-05	-9.05679939468e-06	1.12351953254e-05	-1.15673902987e-05	-6.08387126876e-08	3.79064816102e-06	2.3762019576e-06	7.02541497026e-06	2.09208790497e-05	3.74978965411e-06	2.12472601318e-05	-1.48572493292e-05	1.50524388785e-05	8.20123824082e-06	-3.07850513772e-06	1.03228836099e-07	4.2017857329e-06	4.62433147447e-06	-1.40860485226e-05	8.4226213255e-06	-1.20718732757e-05	1.41174931549e-05	-6.69212397422e-06	1.25630115791e-05	-9.40424797419e-06	4.5077673102e-06	-5.71112124979e-06	5.61968377662e-06	9.69391686934e-06	-8.16989918173e-06	-8.97259058702e-06	8.23625707436e-06	9.80843522696e-06	-1.67852340889e-05	7.85943902268e-07	-1.57350043772e-05	1.60984859062e-05	-2.82911164195e-06	1.35319797524e-05	5.42746815729e-06	1.76381921614e-05	-1.41928152759e-05	3.14242365518e-06	-6.94476819612e-06	-1.1928240102e-05	3.47239743855e-06	1.61827868301e-05	6.36429310923e-06	1.2778047205e-05	-8.03252829801e-06	2.83910176435e-06	1.42456324568e-05	-1.71712092518e-05	4.10891803624e-06	-7.27806576205e-06	-5.38720393937e-06	-1.28012874282e-05	4.95918419577e-06	1.98821124129e-05	-9.2946066459e-07
77985.922115	-9.27146452418e-06	3.92535738737e-06	-1.14520249931e-05	-9.84161134476e-06	-1.1195523069e-05	-1.54102505571e-05	-1.45318297981e-05	-2.14503875243e-05	-3.5166105292e-05	-2.54402283281e-05	-4.30211255578e-05	-3.60013244943e-05	-4.38290200081e-05	-6.88563014725e-05	-7.38212789874e-05	-0.000110970393879	-0.000147331064871	-0.000231761615231	-0.000354006935008	-0.000562819222602	-0.000976670180644	-0.00176869540698	-0.00283402601768	-0.00196855160586	0.00201759415395	0.00259315062835	0.00154139196494	0.000844185893462	0.000482390368087	0.000292575678932	0.000185162431184	0.00012791951272	8.8407593274e-05	6.65260893436e-05	4.44914032439e-05	3.15580174663e-05	4.44629707531e-05	2.07708162347e-05	3.0717767121e-05	1.61682590791e-05	1.13866017655e-06	-5.95085944152e-06	2.28724842095e-05	1.32501456832e-05	9.35110660409e-06	3.72419074709e-06	1.58844244744e-05	2.24634376443e-05	-3.95881365443e-06	1.27599191751e-05	2.2774270739e-06	5.2732157336e-06	5.74580364226e-06	6.09780525365e-06	-2.44135851479e-06	4.13658735541e-06	2.39901213532e-07	3.51667230212e-06	2.64500862952e-06	8.56505492543e-07	9.32921918749e-07	9.89823852076e-06	1.96251391797e-06	-5.65101214495e-06	-1.90265857981e-06	1.57065005784e-05	-9.44004294351e-06	-2.95845284408e-06	-3.09281430558e-05	5.88257680097e-06	-1.06033305425e-05	-6.76721242747e-07	-4.01307381653e-06	-2.35722493683e-06	-2.15539338095e-06	2.88785784865e-06	-6.75167659643e-06	-1.00019201305e-06	-2.97537776667e-07	-1.25074348772e-07	-1.09875437151e-05	-2.72500514916e-07	-1.07690569381e-06	2.8701755529e-05	-2.70391580294e-06	3.82893742195e-06	4.98888058021e-07	5.94755132826e-06	-9.28752377104e-06	1.06412893264e-06	-1.90982795669e-06	-1.57941644055e-05	1.37818702241e-06	2.66711304179e-06	-7.29392602362e-06	1.66433074165e-06	2.26972131705e-05	-2.14639287568e-06	-2.00688807076e-06	1.20392810322e-05	6.01599048694e-07	-2.92290381133e-06	3.16502613519e-06	2.33781061079e-06	1.04427637517e-06	-4.05492529449e-06	1.43061112243e-05	-6.06029607248e-06	-4.60975841078e-06	-1.15414901436e-05	1.31324211408e-06	3.28620980954e-06	-1.85868760474e-05	8.11968397072e-06	2.87468890875e-06	1.73965537105e-05	1.59237810482e-06	-1.38181385835e-05	-3.50283691336e-06	1.43345594605e-06	7.95742219893e-06	1.04396437428e-05	-1.26210349936e-05	-6.00222956015e-06	-6.94039590503e-07
79577.4715459	-3.27548601006e-06	8.76536751696e-06	8.2955415493e-06	1.19605874912e-05	-2.26685364961e-05	-7.76177811872e-06	-7.41849740864e-06	-2.40796533736e-05	-2.35272056617e-05	-2.67835645409e-05	-1.78387186822e-05	-4.19616428967e-05	-6.09285904243e-05	-5.43707174555e-05	-7.77680448064e-05	-0.000101201410951	-0.000130622018223	-0.000203355156165	-0.000271056609502	-0.000456719987125	-0.000769256263438	-0.00136113662522	-0.0023593244793	-0.00280421010339	0.000459932400674	0.00275100346777	0.00193689989037	0.00106630308062	0.000610186953445	0.000351262732023	0.000212880772268	0.000153404346164	0.000113352220418	7.25162500751e-05	4.77832638558e-05	3.50558845223e-05	3.85119412463e-05	1.99803492e-05	1.06095051912e-05	1.43247481334e-05	1.2584145389e-05	2.73096696343e-05	-6.0556162382e-06	3.00957219759e-06	-1.30920053398e-06	-3.28927866881e-06	3.45944031614e-05	1.43214223596e-05	3.54779404092e-06	-7.00914521114e-07	-2.28053773056e-06	1.19238166921e-06	4.97035987209e-06	9.14662065524e-06	1.38842219925e-05	-6.99126852601e-06	-1.86734108569e-05	1.72309120384e-05	2.86755980605e-07	5.69992423749e-06	1.11955977989e-05	-8.50346683589e-06	6.79874001848e-07	1.16466341261e-06	-5.16618875618e-06	2.52877693744e-06	-9.35127947432e-06	1.27586472721e-06	-8.4356458294e-06	-4.35045776844e-06	-1.52196813218e-05	-2.52608031942e-05	-4.2800378638e-06	-4.3879494054e-06	-8.6600473704e-06	1.48746354128e-05	8.87225672785e-06	2.41336367568e-06	3.08619410993e-06	4.51907424735e-06	-1.07253096219e-06	4.38646359469e-06	1.40612406474e-05	9.14260648044e-06	-7.07250834882e-06	3.29003707684e-06	-1.10306635373e-05	7.30729762583e-06	-2.11601602992e-05	6.895783923e-06	1.31536990267e-05	-2.71286559981e-05	1.23925649202e-06	-1.04050613636e-05	-8.81359110259e-06	9.38052076819e-06	1.95555276665e-05	1.26574906559e-05	2.65814901787e-06	9.52567741179e-06	7.02330523339e-06	5.16222543758e-06	-6.62455337173e-07	-2.14955130238e-06	6.90007864602e-06	-6.00896389387e-06	2.71414401088e-06	-2.00577019202e-05	1.99240606472e-05	-2.10088216343e-06	5.60741184922e-06	-1.12648208805e-05	7.76552207052e-06	-3.33657269596e-06	-1.16276183399e-05	-1.23179603694e-05	-7.55036013748e-06	8.30170460027e-06	-6.23581174806e-06	-2.32580233395e-06	3.32593326171e-06	-1.46585561888e-05	-1.18418967542e-05	8.28824368996e-06	-8.934479523e-06
81169.0209769	-8.54166335315e-06	-6.75870844645e-07	5.4857389728e-06	-3.53874260198e-07	-2.20414457341e-05	-3.21856060069e-05	-2.7288999353e-05	-2.69101338929e-05	-3.632162922e-05	-3.50930231311e-05	-1.44152772973e-05	-4.11412392526e-05	-4.47894484162e-05	-4.77568232426e-05	-7.8703109606e-05	-7.91404491851e-05	-0.000118866561015	-0.000162141310988	-0.000235452375943	-0.00036194452865	-0.000604530734744	-0.00105566982026	-0.00187848646609	-0.0028642668643	-0.0012950613941	0.00236942263941	0.0023629861358	0.00134211720408	0.000752849936066	0.000436623870368	0.000275059725975	0.00018784533843	0.000107384731988	9.05765931824e-05	8.09257917017e-05	5.79428007918e-05	4.28684910055e-05	3.19475858775e-05	1.98337241576e-05	9.98495641564e-06	6.89093695628e-06	1.119902819e-05	2.38496490416e-05	5.11184167395e-06	1.43844533887e-05	1.72463189365e-05	9.23065341895e-06	3.75351945193e-06	-4.73002980719e-06	-2.48760283632e-06	7.15042049442e-06	3.06342944666e-05	1.06444229139e-05	7.85731801188e-06	1.49534706228e-06	9.20633978905e-06	2.62370269473e-05	-1.30533898308e-05	6.06485286275e-06	-1.15670237692e-05	-3.65542995104e-06	-8.7430805364e-06	7.29484071619e-06	4.07330649061e-06	8.15426322839e-06	-6.67362312185e-06	1.44269768859e-05	7.06141290937e-06	7.31861108069e-06	9.04788316671e-06	-1.73032819365e-05	-5.12281514736e-06	6.92526150758e-06	1.37318030296e-05	-1.82882422142e-05	2.39693732743e-06	-2.52129521595e-06	-5.89134843868e-06	-1.34363955239e-05	-7.92907181204e-06	-5.53660846167e-06	1.8130362683e-06	3.25993399474e-06	1.72010693435e-05	-9.77898813421e-06	1.04011739828e-05	1.94992536341e-05	-3.32964099614e-06	1.55463413187e-05	-5.02620554772e-06	-1.31203326168e-05	-1.82631327399e-05	-1.13234625424e-05	-4.94487935799e-06	-1.22963074899e-05	-8.62353880567e-06	1.92145366684e-06	4.54887902863e-06	-2.7727956572e-06	-8.88296159095e-06	-4.39547659962e-06	2.11861452717e-05	-5.19701262809e-06	5.89357057032e-06	-2.06615549361e-05	2.71965371049e-06	-7.23430646962e-07	-1.92154804984e-06	-9.90941471587e-06	-4.33491284015e-06	-1.697693071e-06	1.00607624488e-05	-7.00105808143e-06	1.11837603959e-05	6.76516555164e-06	1.30454322801e-05	6.9134863524e-06	2.98813099398e-06	-3.85237445234e-06	-1.08600362491e-05	-6.30394949954e-06	7.41061804629e-06	-2.24111752595e-05	-1.05145532895e-05	1.41028022914e-06
